book_id,title,series,author,description,language,isbn,genres,characters,edition,pages,publisher,publishDate,firstPublishDate,awards,numRatings,ratingsByStars,likedPercent,setting,coverImg,bbeScore,bbeVotes,price
12,The Hitchhiker's Guide to the Galaxy,The Hitchhiker's Guide to the Galaxy #1,Douglas Adams,"Seconds before the Earth is demolished to make way for a galactic freeway, Arthur Dent is plucked off the planet by his friend Ford Prefect, a researcher for the revised edition of The Hitchhiker's Guide to the Galaxy who, for the last fifteen years, has been posing as an out-of-work actor.Together this dynamic pair begin a journey through space aided by quotes from The Hitchhiker's Guide (""A towel is about the most massively useful thing an interstellar hitchhiker can have"") and a galaxy-full of fellow travelers: Zaphod Beeblebrox—the two-headed, three-armed ex-hippie and totally out-to-lunch president of the galaxy; Trillian, Zaphod's girlfriend (formally Tricia McMillan), whom Arthur tried to pick up at a cocktail party once upon a time zone; Marvin, a paranoid, brilliant, and chronically depressed robot; Veet Voojagig, a former graduate student who is obsessed with the disappearance of all the ballpoint pens he bought over the years.",English,1E+13,"['Science Fiction', 'Fiction', 'Humor', 'Fantasy', 'Classics', 'Comedy', 'Science Fiction Fantasy', 'Audiobook', 'Adventure', 'Novels']","['Zaphod Beeblebrox', 'Arthur Dent', 'Ford Prefect', 'Trillian', 'Marvin, the paranoid android', 'Slartibartifast']",,193,Del Rey,06/23/07,10/12/1979,[],1436325,"['725771', '420864', '199846', '58326', '31518']",94.0,[],https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1559986152l/386162.jpg,1063601,10996,
13,The Giving Tree,,Shel Silverstein,"""Once there was a tree...and she loved a little boy.""So begins a story of unforgettable perception, beautifully written and illustrated by the gifted and versatile Shel Silverstein.Every day the boy would come to the tree to eat her apples, swing from her branches, or slide down her trunk...and the tree was happy. But as the boy grew older he began to want more from the tree, and the tree gave and gave and gave.This is a tender story, touched with sadness, aglow with consolation. Shel Silverstein has created a moving parable for readers of all ages that offers an affecting interpretation of the gift of giving and a serene acceptance of another's capacity to love in return.",English,9.78006E+12,"['Childrens', 'Picture Books', 'Classics', 'Fiction', 'Poetry', 'Young Adult', 'Fantasy', 'Juvenile', 'Kids', 'Short Stories']",[],,64,HarperCollins Publishers,10/7/1964,10/28/64,[],905731,"['556142', '204347', '94819', '27950', '22473']",94.0,[],https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1174210942l/370493._SX318_.jpg,1021534,10594,4.87
14,Wuthering Heights,,"Emily Brontë, Richard J. Dunn (Editor), David Timson (Narrator), Charlotte Brontë (Commentary), Robert Heindel (Illustrator)","You can find the redesigned cover of this edition HERE.This best-selling Norton Critical Edition is based on the 1847 first edition of the novel. For the Fourth Edition, the editor has collated the 1847 text with several modern editions and has corrected a number of variants, including accidentals. The text is accompanied by entirely new explanatory annotations.New to the fourth Edition are twelve of Emily Bronte's letters regarding the publication of the 1847 edition of Wuthering Heights as well as the evolution of the 1850 edition, prose and poetry selections by the author, four reviews of the novel, and poetry selections by the author, four reviews of the novel, and Edward Chitham's insightful and informative chronology of the creative process behind the beloved work.Five major critical interpretations of Wuthering Heights are included, three of them new to the Fourth Edition. A Stuart Daley considers the importance of chronology in the novel. J. Hillis Miller examines Wuthering Heights's problems of genre and critical reputation. Sandra M. Gilbert assesses the role of Victorian Christianity plays in the novel, while Martha Nussbaum traces the novel's romanticism. Finally, Lin Haire-Sargeant scrutinizes the role of Heathcliff in film adaptations of Wuthering Heights. A Chronology and updated Selected Bibliography are also included.",English,9.78039E+12,"['Classics', 'Fiction', 'Romance', 'Gothic', 'Literature', 'Historical Fiction', '19th Century', 'Novels', 'Classic Literature', 'Historical']","['Heathcliff', 'Catherine Earnshaw', 'Edgar Linton', 'Isabella Linton', 'Hindley Earnshaw', 'Ellen (Nelly) Dean', 'Mr. Lockwood', 'Hareton Earnshaw', 'Catherine Linton', 'Linton Heathcliff']",Fourth Edition,464,Norton,10/28/02,12/28/47,[],1342664,"['483222', '413051', '279702', '107437', '59252']",88.0,"['Yorkshire Dales, England']",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1587655304l/6185._SY475_.jpg,981502,10275,2.73
15,The Da Vinci Code,Robert Langdon #2,Dan Brown (Goodreads Author),"ISBN 9780307277671 moved to this edition.While in Paris, Harvard symbologist Robert Langdon is awakened by a phone call in the dead of the night. The elderly curator of the Louvre has been murdered inside the museum, his body covered in baffling symbols. As Langdon and gifted French cryptologist Sophie Neveu sort through the bizarre riddles, they are stunned to discover a trail of clues hidden in the works of Leonardo da Vinci—clues visible for all to see and yet ingeniously disguised by the painter.Even more startling, the late curator was involved in the Priory of Sion—a secret society whose members included Sir Isaac Newton, Victor Hugo, and Da Vinci—and he guarded a breathtaking historical secret. Unless Langdon and Neveu can decipher the labyrinthine puzzle—while avoiding the faceless adversary who shadows their every move—the explosive, ancient truth will be lost forever.",English,1E+13,"['Fiction', 'Mystery', 'Thriller', 'Suspense', 'Mystery Thriller', 'Historical Fiction', 'Adventure', 'Novels', 'Crime', 'Adult']","['Sophie Neveu', 'Robert Langdon', 'Sir Leigh Teabing', 'Silas (The Da Vinci Code)', 'Bezu Fache', 'Jerome Collet', 'Manuel Aringarosa', 'Rémy Legaludec', 'André Vernet']",,489,Anchor,03/28/06,03/18/03,"['British Book Award for Book of the Year (2005)', 'Book Sense Book of the Year Award for Adult Fiction (2004)', ""Humo's Gouden Bladwijzer (2004)"", 'Zilveren Vingerafdruk (2004)', ""The Flume: New Hampshire Teen Reader's Choice Award (2006)"", 'Teen Buckeye Book Award (2005)', 'Iowa High School Book Award (2006)', 'Puddly Award for Fiction (2007)', 'Missouri Gateway Readers Award for Adult (2006)']",1933446,"['645308', '667657', '399278', '142103', '79100']",89.0,"['Paris (France)', 'London, England', 'France', 'England', 'United Kingdom']",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1579621267l/968.jpg,876633,9231,
16,Memoirs of a Geisha,,Arthur Golden,"A literary sensation and runaway bestseller, this brilliant debut novel presents with seamless authenticity and exquisite lyricism the true confessions of one of Japan's most celebrated geisha.In Memoirs of a Geisha, we enter a world where appearances are paramount; where a girl's virginity is auctioned to the highest bidder; where women are trained to beguile the most powerful men; and where love is scorned as illusion. It is a unique and triumphant work of fiction - at once romantic, erotic, suspenseful - and completely unforgettable.",English,9.7814E+12,"['Fiction', 'Historical Fiction', 'Romance', 'Historical', 'Classics', 'Japan', 'Adult', 'Novels', 'Asia', 'Adult Fiction']","['Sayuri Nitta', 'Mr. Bekku', 'Ichiro Tanaka', 'Dr. Crab', 'Hatsumono', 'Mameha', 'Ken Iwamura', 'Pumpkin', 'Toshikazu Nobu']",,503,Vintage Books USA,11/22/05,09/23/97,[],1717312,"['712950', '615702', '295184', '66518', '26958']",95.0,"['Kyoto (Japan)', 'Japan']",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1409595968l/929.jpg,862748,8993,2.76
17,The Picture of Dorian Gray,,"Oscar Wilde, Jeffrey Eugenides (Introduction)","Written in his distinctively dazzling manner, Oscar Wilde’s story of a fashionable young man who sells his soul for eternal youth and beauty is the author’s most popular work. The tale of Dorian Gray’s moral disintegration caused a scandal when it ﬁrst appeared in 1890, but though Wilde was attacked for the novel’s corrupting inﬂuence, he responded that there is, in fact, “a terrible moral in Dorian Gray.” Just a few years later, the book and the aesthetic/moral dilemma it presented became issues in the trials occasioned by Wilde’s homosexual liaisons, which resulted in his imprisonment. Of Dorian Gray’s relationship to autobiography, Wilde noted in a letter, “Basil Hallward is what I think I am: Lord Henry what the world thinks me: Dorian what I would like to be—in other ages, perhaps.",English,1E+13,"['Classics', 'Fiction', 'Horror', 'Fantasy', 'Literature', 'Gothic', 'Novels', '19th Century', 'LGBT', 'Classic Literature']","['Basil Hallward', 'Lord Henry Wotton', 'Sibyl Vane', 'James Vane', 'Lady Victoria Wotton', 'Alan Campbell', 'Henry Ashton', 'Adrian Singleton', 'Lord Staveley', 'Lady Gwendolen', 'Lady Narborough', 'Duchess of Monmouth', 'Dorian Gray']",Modern Library Classics,272,Random House: Modern Library,6/1/2004,07/20/90,[],966196,"['382985', '350778', '176188', '41869', '14376']",94.0,"['England', 'England']",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1546103428l/5297.jpg,861799,9096,
18,Alice's Adventures in Wonderland & Through the Looking-Glass,Alice's Adventures in Wonderland #1-2,"Lewis Carroll, John Tenniel (Illustrator), Martin Gardner (Introduction)","""I can't explain myself, I'm afraid, sir,"" said Alice, ""Because I'm not myself, you see.""When Alice sees a white rabbit take a watch out of its waistcoat pocket she decides to follow it, and a sequence of most unusual events is set in motion. This mini book contains the entire topsy-turvy stories of Alice's Adventures in Wonderland and Through the Looking-Glass, accompanied by practical notes and Martina Pelouso's memorable full-colour illustrations.",English,9.78045E+12,"['Classics', 'Fantasy', 'Fiction', 'Childrens', 'Young Adult', 'Literature', 'Adventure', 'Novels', '19th Century', 'British Literature']","['The Hatter (Lewis Carroll)', 'The Queen of Hearts (Lewis Carroll)', 'The Cheshire Cat (Lewis Carroll)', 'The White Rabbit (Lewis Carroll)', 'Humpty Dumpty (Lewis Carroll)', 'Tweedledum and Tweedledee (Lewis Carroll)', 'The Dormouse (Lewis Carroll)', 'The Red Queen (Lewis Carroll)', 'The White Queen (Lewis Carroll)', 'The White Knight (Lewis Carroll)', 'The Mock Turtle (Lewis Carroll)', 'The Jabberwock (Lewis Carroll)', 'The Caterpillar (Lewis Carroll)', 'Alice (Lewis Carroll)', 'Dinah (Lewis Carroll)', 'The March Hare (Lewis Carroll)']",,239,Penguin Group (USA),12/1/2000,10/28/71,[],458299,"['183179', '155059', '91573', '21360', '7128']",94.0,"['United Kingdom', 'England', 'Wonderland']",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327872220l/24213.jpg,833791,8812,3.07
19,Jane Eyre,,"Charlotte Brontë, Michael Mason (Editor), Barnett Freedman (Illustrator)","Orphaned as a child, Jane has felt an outcast her whole young life. Her courage is tested once again when she arrives at Thornfield Hall, where she has been hired by the brooding, proud Edward Rochester to care for his ward Adèle. Jane finds herself drawn to his troubled yet kind spirit. She falls in love. Hard. But there is a terrifying secret inside the gloomy, forbidding Thornfield Hall. Is Rochester hiding from Jane? Will Jane be left heartbroken and exiled once again?",English,9.78014E+12,"['Classics', 'Fiction', 'Romance', 'Historical Fiction', 'Literature', 'Gothic', 'Historical', '19th Century', 'School', 'Classic Literature']","['Jane Eyre', 'Bertha Mason', 'Grace Poole', 'Blanche Ingram', 'Adele Varens', 'St. John Rivers', 'Helen Burns', 'Richard Mason', 'Diana Rivers', 'Mary Rivers', 'Maria Temple', 'Robert Brocklehurst', 'Sarah Reed', 'Georgiana Reed', 'Eliza Reed', 'Bessie Lee', 'Alice Fairfax', 'Rosamond Oliver', 'Edward Rochester', 'John Eyre', 'Celine Varens']",Penguin Classics,532,Penguin,2/4/2003,10/16/47,[],1624682,"['746070', '501478', '256972', '76970', '43192']",93.0,"['Thornfield', 'England']",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1557343311l/10210._SY475_.jpg,826759,8740,5.46
20,Les Misérables,,"Victor Hugo, Lee Fahnestock (Translator), Norman MacAfee (Translator)","Introducing one of the most famous characters in literature, Jean Valjean—the noble peasant imprisoned for stealing a loaf of bread—Les Misérables ranks among the greatest novels of all time. In it, Victor Hugo takes readers deep into the Parisian underworld, immerses them in a battle between good and evil, and carries them to the barricades during the uprising of 1832 with a breathtaking realism that is unsurpassed in modern prose. Within his dramatic story are themes that capture the intellect and the emotions: crime and punishment, the relentless persecution of Valjean by Inspector Javert, the desperation of the prostitute Fantine, the amorality of the rogue Thénardier, and the universal desire to escape the prisons of our own minds. Les Misérables gave Victor Hugo a canvas upon which he portrayed his criticism of the French political and judicial systems, but the portrait that resulted is larger than life, epic in scope—an extravagant spectacle that dazzles the senses even as it touches the heart.",English,1E+13,"['Classics', 'Fiction', 'Historical Fiction', 'Literature', 'France', 'Historical', 'Novels', 'French Literature', 'Romance', 'Classic Literature']","['Jean Valjean', 'Javert', 'Cosette', 'Fantine', 'Bishop Myriel', 'M. & Mme. Thénardier', 'Marius Pontmercy', 'Enjolras', 'Éponine', 'Gavroche', 'Azelma', 'Champmathieu', 'Fauchelevent', 'Grantaire', 'Mademoiselle Gillenorman', 'Felix Tholomyès', 'Toussaint', 'Combeferre', 'Jean Valjean, Javert, Fantine, Cosette, Marius Pontmercy', 'Jean Valjean', 'Police Inspector Javert', 'Cosette', 'Fantine', 'Marius Pontmercy', 'Éponine', 'Enjolras', 'Gavroche', 'Bishop of Digne', 'Grantaire', 'Bahorel', 'Bossuet']",,1463,Signet Classics,3/3/1987,10/28/62,[],682793,"['332692', '202012', '100932', '29673', '17484']",93.0,['Paris (France)'],https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1411852091l/24280.jpg,813088,8548,
21,Fahrenheit 451,,Ray Bradbury,"Guy Montag is a fireman. In his world, where television rules and literature is on the brink of extinction, firemen start fires rather than put them out. His job is to destroy the most illegal of commodities, the printed book, along with the houses in which they are hidden.Montag never questions the destruction and ruin his actions produce, returning each day to his bland life and wife, Mildred, who spends all day with her television 'family'. But then he meets an eccentric young neighbor, Clarisse, who introduces him to a past where people did not live in fear and to a present where one sees the world through the ideas in books instead of the mindless chatter of television.When Mildred attempts suicide and Clarisse suddenly disappears, Montag begins to question everything he has ever known.",English,B0064CPN7I,"['Classics', 'Fiction', 'Science Fiction', 'Dystopia', 'School', 'Literature', 'Novels', 'Fantasy', 'Adult', 'Science Fiction Fantasy']","['Guy Montag', 'Norman Corwin', 'Clarisse McClellan', 'Mildred Montag', 'Captain Beatty', 'Professor Faber']",60th Anniversary Edition,194,Simon & Schuster,11/29/11,10/19/53,"['Prometheus Hall of Fame Award (1984)', 'Geffen Award for Best Translated SF Book (2002)', 'California Book Award for Fiction (Silver) (1953)', 'Retro Hugo Award for Best Novel (2004)']",1680139,"['612098', '604888', '331815', '91160', '40178']",92.0,[],https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1383718290l/13079982.jpg,793757,8537,
22,Divergent,Divergent #1,Veronica Roth (Goodreads Author),"In Beatrice Prior's dystopian Chicago world, society is divided into five factions, each dedicated to the cultivation of a particular virtue—Candor (the honest), Abnegation (the selfless), Dauntless (the brave), Amity (the peaceful), and Erudite (the intelligent). On an appointed day of every year, all sixteen-year-olds must select the faction to which they will devote the rest of their lives. For Beatrice, the decision is between staying with her family and being who she really is—she can't have both. So she makes a choice that surprises everyone, including herself.During the highly competitive initiation that follows, Beatrice renames herself Tris and struggles alongside her fellow initiates to live out the choice they have made. Together they must undergo extreme physical tests of endurance and intense psychological simulations, some with devastating consequences. As initiation transforms them all, Tris must determine who her friends really are—and where, exactly, a romance with a sometimes fascinating, sometimes exasperating boy fits into the life she's chosen. But Tris also has a secret, one she's kept hidden from everyone because she's been warned it can mean death. And as she discovers unrest and growing conflict that threaten to unravel her seemingly perfect society, she also learns that her secret might help her save those she loves . . . or it might destroy her.",English,9.78006E+12,"['Young Adult', 'Dystopia', 'Fiction', 'Fantasy', 'Science Fiction', 'Romance', 'Adventure', 'Teen', 'Post Apocalyptic', 'Action']","['Albert', 'Drew Leighton (Divergent)', 'Eric (Divergent)', 'Beatrice Prior', 'Peter', 'Caleb Prior', 'Natalie Prior', 'Molly Atwood', 'Christina', 'Jeanine Matthews', 'Marcus Eaton', 'Tobias Eaton']",,487,Katherine Tegen Books,02/28/12,04/25/11,"['Georgia Peach Book Award (2012)', 'South Carolina Book Award for Young Adult (2014)', 'Rhode Island Teen Book Award (2013)', 'Evergreen Teen Book Award (2014)', 'Soaring Eagle Book Award (2012)', 'Milwaukee County Teen Book Award Nominee (2012)', ""Children's Choice Book Award Nominee for Teen Choice Book of the Year (2012)"", 'Sakura Medal', 'New Mexico Land of Enchantment Award for Young Adult (2014)', 'Eliot Rosewater Indiana High School Book Award (2014)', 'California Young Readers Medal for Young Adult (2014)', 'Lincoln Award Nominee (2014)', 'DABWAHA Romance Tournament for Best Young Adult Romance (2012)', 'Goodreads Choice Award for Favorite Book and for Young Adult Fantasy & Science Fiction and Nominee for Goodreads Author (2011)', 'Green Mountain Book Award (2013)', 'The Magnolia Award for 6-8 (2014)', ""Louisiana Teen Readers' Choice (2014)"", 'Missouri Gateway Readers Award (2014)', 'Oklahoma Sequoyah Award for High Schol (2014)', 'Premio El Templo de las Mil Puertas Nominee for Mejor novela extranjera perteneciente a saga (2011)']",2906258,"['1409189', '882493', '434381', '123286', '56909']",94.0,"['Chicago, Illinois (United States)']",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1588455221l/13335037._SY475_.jpg,793269,8339,0.88
23,Lord of the Flies,,William Golding,"At the dawn of the next world war, a plane crashes on an uncharted island, stranding a group of schoolboys. At first, with no adult supervision, their freedom is something to celebrate; this far from civilization the boys can do anything they want. Anything. They attempt to forge their own society, failing, however, in the face of terror, sin and evil. And as order collapses, as strange howls echo in the night, as terror begins its reign, the hope of adventure seems as far from reality as the hope of being rescued. Labeled a parable, an allegory, a myth, a morality tale, a parody, a political treatise, even a vision of the apocalypse, Lord of the Flies is perhaps our most memorable novel about “the end of innocence, the darkness of man’s heart.”",English,9.78014E+12,"['Classics', 'Fiction', 'Young Adult', 'School', 'Literature', 'Dystopia', 'Read For School', 'Novels', 'High School', 'Adventure']","['Ralph', 'Piggy', 'Roger', 'Jack Merridew', 'Simon']",Penguin Great Books of the 20th Century,182,Penguin Books,10/1/1999,09/17/54,[],2263259,"['617568', '763438', '555614', '205804', '120835']",86.0,[],https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327869409l/7624.jpg,773560,8230,1.89
24,Romeo and Juliet,,"William Shakespeare, Paul Werstine (Editor), Barbara A. Mowat (Editor), Paavo Emil Cajander (Translator)","In Romeo and Juliet, Shakespeare creates a violent world, in which two young people fall in love. It is not simply that their families disapprove; the Montagues and the Capulets are engaged in a blood feud.In this death-filled setting, the movement from love at first sight to the lovers’ final union in death seems almost inevitable. And yet, this play set in an extraordinary world has become the quintessential story of young love. In part because of its exquisite language, it is easy to respond as if it were about all young lovers.",English,9.78074E+12,"['Classics', 'Plays', 'Fiction', 'Romance', 'School', 'Drama', 'Read For School', 'Literature', 'High School', 'Poetry']","['Romeo Montague', 'Juliet Capulet', 'Tybalt', 'Mercutio', 'Benvolio', 'Friar Lawrence', 'Paris', 'Escalus', 'Montague', 'Lady Montague', 'Abram', 'Balthasar', 'Capulet', 'Lady Capulet', 'Sampson', 'Friar John']",Folger Shakespeare Library Edition,301,Simon Schuster,1/1/2004,10/28/95,[],2055102,"['616589', '635380', '545898', '184612', '72623']",87.0,"['Verona (Italy)', 'Italy']",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1572098085l/18135._SY475_.jpg,771784,8282,6.79
25,The Alchemist,,"Paulo Coelho (Goodreads Author), Alan R. Clarke (Translator), James Noel Smith (Illustrator)","Paulo Coelho's enchanting novel has inspired a devoted following around the world. This story, dazzling in its powerful simplicity and soul-stirring wisdom, is about an Andalusian shepherd boy named Santiago who travels from his homeland in Spain to the Egyptian desert in search of a treasure buried near the Pyramids. Along the way he meets a Gypsy woman, a man who calls himself king, and an alchemist, all of whom point Santiago in the direction of his quest. No one knows what the treasure is, or if Santiago will be able to surmount the obstacles in his path. But what starts out as a journey to find worldly goods turns into a discovery of the treasure found within. Lush, evocative, and deeply humane, the story of Santiago is an eternal testament to the transforming power of our dreams and the importance of listening to our hearts.Illustration: Jim Tierney",English,9.78006E+12,"['Fiction', 'Classics', 'Fantasy', 'Philosophy', 'Novels', 'Spirituality', 'Literature', 'Self Help', 'Inspirational', 'Adventure']","['Santiago', 'Alchemist', 'Melchizedek']",25th Anniversary Edition,182,HarperOne,04/15/14,10/28/88,"['NBDB National Book Award Nominee for Translation (2015)', 'Grand Prix des lectrices de Elle for roman (1995)', 'Premio Grinzane Cavour for Narrativa Straniera (1996)', 'Corine Internationaler Buchpreis for Belletristik (2002)']",2107732,"['805221', '613564', '414410', '172160', '102377']",87.0,"['Egypt', 'Sahara Desert', 'Tangier (Morocco)', 'Andalusia (Spain)']",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1466865542l/18144590._SY475_.jpg,765587,8008,13.22
